dataset,norm_mode,algorithm,run,seed,gamma,acc,nmi,ari,runtime_s
Breast_Cancer,l2_sample,diskmeans,5,46,1.0,90.5097,55.7883,65.2401,0.0332
Breast_Cancer,l2_sample,fdkm,1,42,1e-08,94.3761,67.7203,78.6205,0.0935
Breast_Cancer,l2_sample,fdkm,2,43,1e-08,93.6731,65.0164,76.1145,0.0890
Breast_Cancer,l2_sample,fdkm,3,44,1e-08,50.0879,0.7926,-0.9474,0.0643
Breast_Cancer,l2_sample,fdkm,4,45,1e-08,56.7663,0.2835,1.0625,0.0754
Breast_Cancer,l2_sample,fdkm,5,46,1e-08,94.3761,67.7203,78.6205,0.1171
Breast_Cancer,l2_sample,ifdkm,1,42,1.0,90.5097,55.7883,65.2401,0.0460
Breast_Cancer,l2_sample,ifdkm,2,43,1.0,90.5097,55.7883,65.2401,0.0579
Breast_Cancer,l2_sample,ifdkm,3,44,1.0,90.5097,55.7883,65.2401,0.0604
Breast_Cancer,l2_sample,ifdkm,4,45,1.0,90.5097,55.7883,65.2401,0.0651
Breast_Cancer,l2_sample,ifdkm,5,46,1.0,90.5097,55.7883,65.2401,0.0525
Breast_Cancer,l2_sample,ifdfd,1,42,1.0,90.3339,55.2774,64.6588,0.0752
Breast_Cancer,l2_sample,ifdfd,2,43,1.0,90.3339,55.2774,64.6588,0.0905
Breast_Cancer,l2_sample,ifdfd,3,44,1.0,90.3339,55.2774,64.6588,0.0825
Breast_Cancer,l2_sample,ifdfd,4,45,1.0,90.3339,55.2774,64.6588,0.0863
Breast_Cancer,l2_sample,ifdfd,5,46,1.0,90.3339,55.2774,64.6588,0.0822
Breast_Cancer,center_l2,kmeans,1,42,,90.6854,54.7685,65.8811,0.0356
Breast_Cancer,center_l2,kmeans,2,43,,90.6854,54.7685,65.8811,0.0521
Breast_Cancer,center_l2,kmeans,3,44,,90.6854,54.7685,65.8811,0.0639
Breast_Cancer,center_l2,kmeans,4,45,,90.6854,54.7685,65.8811,0.0426
Breast_Cancer,center_l2,kmeans,5,46,,90.6854,54.7685,65.8811,0.0629
Breast_Cancer,center_l2,diskmeans,1,42,100.0,90.6854,54.5504,65.8919,0.0722
Breast_Cancer,center_l2,diskmeans,2,43,100.0,90.6854,54.5504,65.8919,0.0243
Breast_Cancer,center_l2,diskmeans,3,44,100.0,90.6854,54.5504,65.8919,0.0216
Breast_Cancer,center_l2,diskmeans,4,45,100.0,90.6854,54.5504,65.8919,0.0234
Breast_Cancer,center_l2,diskmeans,5,46,100.0,90.6854,54.5504,65.8919,0.0169
Breast_Cancer,center_l2,fdkm,1,42,100.0,90.6854,54.5504,65.8919,0.0273
Breast_Cancer,center_l2,fdkm,2,43,100.0,90.6854,54.5504,65.8919,0.0236
Breast_Cancer,center_l2,fdkm,3,44,100.0,90.6854,54.5504,65.8919,0.0324
Breast_Cancer,center_l2,fdkm,4,45,100.0,90.6854,54.5504,65.8919,0.0247
Breast_Cancer,center_l2,fdkm,5,46,100.0,90.6854,54.5504,65.8919,0.0309
Breast_Cancer,center_l2,ifdkm,1,42,100.0,90.6854,54.5504,65.8919,0.0364
Breast_Cancer,center_l2,ifdkm,2,43,100.0,90.6854,54.5504,65.8919,0.0396
Breast_Cancer,center_l2,ifdkm,3,44,100.0,90.6854,54.5504,65.8919,0.0452
Breast_Cancer,center_l2,ifdkm,4,45,100.0,90.6854,54.5504,65.8919,0.0476
Breast_Cancer,center_l2,ifdkm,5,46,100.0,90.6854,54.5504,65.8919,0.0590
Breast_Cancer,center_l2,ifdfd,1,42,100.0,90.6854,54.5504,65.8919,0.0603
Breast_Cancer,center_l2,ifdfd,2,43,100.0,90.6854,54.5504,65.8919,0.0672
Breast_Cancer,center_l2,ifdfd,3,44,100.0,90.6854,54.5504,65.8919,0.0639
Breast_Cancer,center_l2,ifdfd,4,45,100.0,90.6854,54.5504,65.8919,0.0559
Breast_Cancer,center_l2,ifdfd,5,46,100.0,90.6854,54.5504,65.8919,0.0609
Breast_Cancer,frobenius,kmeans,1,42,,85.4130,46.4793,49.1425,0.0273
Breast_Cancer,frobenius,kmeans,2,43,,85.4130,46.4793,49.1425,0.0322
Breast_Cancer,frobenius,kmeans,3,44,,85.4130,46.4793,49.1425,0.0416
Breast_Cancer,frobenius,kmeans,4,45,,85.4130,46.4793,49.1425,0.0552
Breast_Cancer,frobenius,kmeans,5,46,,85.4130,46.4793,49.1425,0.0408
Breast_Cancer,frobenius,diskmeans,1,42,1000000.0,90.6854,54.7685,65.8811,0.0419
Breast_Cancer,frobenius,diskmeans,2,43,1000000.0,90.6854,54.7685,65.8811,0.0205
Breast_Cancer,frobenius,diskmeans,3,44,1000000.0,90.6854,54.7685,65.8811,0.0275
Breast_Cancer,frobenius,diskmeans,4,45,1000000.0,90.6854,54.5504,65.8919,0.0205
Breast_Cancer,frobenius,diskmeans,5,46,1000000.0,90.6854,54.7685,65.8811,0.0252
Breast_Cancer,frobenius,fdkm,1,42,100.0,85.9402,47.7085,50.7140,0.0404
Breast_Cancer,frobenius,fdkm,2,43,100.0,85.9402,47.7085,50.7140,0.0387
Breast_Cancer,frobenius,fdkm,3,44,100.0,85.9402,47.7085,50.7140,0.0618
Breast_Cancer,frobenius,fdkm,4,45,100.0,85.9402,47.7085,50.7140,0.0415
Breast_Cancer,frobenius,fdkm,5,46,100.0,85.9402,47.7085,50.7140,0.0405
Breast_Cancer,frobenius,ifdkm,1,42,1.0,85.4130,46.4793,49.1425,0.0403
Breast_Cancer,frobenius,ifdkm,2,43,1.0,85.4130,46.4793,49.1425,0.0283
Breast_Cancer,frobenius,ifdkm,3,44,1.0,85.4130,46.4793,49.1425,0.0424
Breast_Cancer,frobenius,ifdkm,4,45,1.0,85.4130,46.4793,49.1425,0.0206
Breast_Cancer,frobenius,ifdkm,5,46,1.0,85.4130,46.4793,49.1425,0.0405
Breast_Cancer,frobenius,ifdfd,1,42,100.0,85.9402,47.7085,50.7140,0.0698
Breast_Cancer,frobenius,ifdfd,2,43,100.0,85.4130,46.4793,49.1425,0.0622
Breast_Cancer,frobenius,ifdfd,3,44,100.0,85.2373,46.0740,48.6230,0.1010
Breast_Cancer,frobenius,ifdfd,4,45,100.0,85.2373,46.0740,48.6230,0.0696
Breast_Cancer,frobenius,ifdfd,5,46,100.0,85.5888,46.8868,49.6641,0.0524
Breast_Cancer,robust,kmeans,1,42,,89.8067,54.2076,62.9146,0.0363
Breast_Cancer,robust,kmeans,2,43,,89.6309,52.8825,62.3699,0.0544
Breast_Cancer,robust,kmeans,3,44,,89.2794,52.7488,61.2032,0.0435
Breast_Cancer,robust,kmeans,4,45,,89.6309,52.8825,62.3699,0.0349
Breast_Cancer,robust,kmeans,5,46,,89.6309,52.8825,62.3699,0.0321
Breast_Cancer,robust,diskmeans,1,42,10000.0,90.6854,55.2858,65.8588,0.0391
Breast_Cancer,robust,diskmeans,2,43,10000.0,90.8612,57.2400,66.3975,0.0402
Breast_Cancer,robust,diskmeans,3,44,10000.0,90.6854,55.2858,65.8588,0.0437
Breast_Cancer,robust,diskmeans,4,45,10000.0,90.8612,55.8178,66.4436,0.0365
Breast_Cancer,robust,diskmeans,5,46,10000.0,91.7399,59.8989,69.3614,0.0381
Breast_Cancer,robust,fdkm,1,42,10000.0,90.8612,57.2400,66.3975,0.0531
Breast_Cancer,robust,fdkm,2,43,10000.0,90.8612,57.2400,66.3975,0.0555
Breast_Cancer,robust,fdkm,3,44,10000.0,90.8612,57.2400,66.3975,0.0667
Breast_Cancer,robust,fdkm,4,45,10000.0,90.8612,57.2400,66.3975,0.0533
Breast_Cancer,robust,fdkm,5,46,10000.0,90.8612,57.2400,66.3975,0.0537
Breast_Cancer,robust,ifdkm,1,42,10000.0,90.6854,56.7232,65.8114,0.0702
Breast_Cancer,robust,ifdkm,2,43,10000.0,90.5097,56.2112,65.2276,0.0492
Breast_Cancer,robust,ifdkm,3,44,10000.0,90.6854,56.7232,65.8114,0.0534
Breast_Cancer,robust,ifdkm,4,45,10000.0,90.5097,56.2112,65.2276,0.0593
Breast_Cancer,robust,ifdkm,5,46,10000.0,90.6854,56.7232,65.8114,0.0664
Breast_Cancer,robust,ifdfd,1,42,10000.0,90.8612,57.2400,66.3975,0.1001
Breast_Cancer,robust,ifdfd,2,43,10000.0,90.8612,57.2400,66.3975,0.0725
Breast_Cancer,robust,ifdfd,3,44,10000.0,90.8612,57.2400,66.3975,0.1001
Breast_Cancer,robust,ifdfd,4,45,10000.0,90.8612,57.2400,66.3975,0.0801
Breast_Cancer,robust,ifdfd,5,46,10000.0,90.8612,57.2400,66.3975,0.0839
Breast_Cancer,minmax,kmeans,1,42,,92.7944,62.3086,73.0175,0.0768
Breast_Cancer,minmax,kmeans,2,43,,92.7944,62.3086,73.0175,0.0193
Breast_Cancer,minmax,kmeans,3,44,,92.7944,62.3086,73.0175,0.0263
Breast_Cancer,minmax,kmeans,4,45,,92.7944,62.3086,73.0175,0.0225
Breast_Cancer,minmax,kmeans,5,46,,92.7944,62.3086,73.0175,0.0415
Breast_Cancer,minmax,diskmeans,1,42,10000.0,92.4429,60.6448,71.8169,0.0328
Breast_Cancer,minmax,diskmeans,2,43,10000.0,92.4429,60.6448,71.8169,0.0253
Breast_Cancer,minmax,diskmeans,3,44,10000.0,92.4429,60.6448,71.8169,0.0516
Breast_Cancer,minmax,diskmeans,4,45,10000.0,92.4429,60.6448,71.8169,0.0408
Breast_Cancer,minmax,diskmeans,5,46,10000.0,92.4429,60.6448,71.8169,0.0317
Breast_Cancer,minmax,fdkm,1,42,10000.0,92.4429,60.6448,71.8169,0.0310
Breast_Cancer,minmax,fdkm,2,43,10000.0,92.4429,60.6448,71.8169,0.0310
Breast_Cancer,minmax,fdkm,3,44,10000.0,92.4429,60.6448,71.8169,0.0311
Breast_Cancer,minmax,fdkm,4,45,10000.0,92.4429,60.6448,71.8169,0.0310
Breast_Cancer,minmax,fdkm,5,46,10000.0,92.4429,60.6448,71.8169,0.0384
Breast_Cancer,minmax,ifdkm,1,42,10000.0,92.7944,63.2747,72.9923,0.0548
Breast_Cancer,minmax,ifdkm,2,43,10000.0,92.7944,63.2747,72.9923,0.0689
Breast_Cancer,minmax,ifdkm,3,44,10000.0,92.7944,63.2747,72.9923,0.0652
Breast_Cancer,minmax,ifdkm,4,45,10000.0,92.7944,63.2747,72.9923,0.0562
Breast_Cancer,minmax,ifdkm,5,46,10000.0,92.7944,63.2747,72.9923,0.0613
Breast_Cancer,minmax,ifdfd,1,42,10000.0,92.6186,61.4627,72.4159,0.0636
Breast_Cancer,minmax,ifdfd,2,43,10000.0,93.1459,64.0977,74.2286,0.0906
Breast_Cancer,minmax,ifdfd,3,44,10000.0,93.1459,64.0977,74.2286,0.0920
Breast_Cancer,minmax,ifdfd,4,45,10000.0,93.1459,64.0977,74.2286,0.0832
Breast_Cancer,minmax,ifdfd,5,46,10000.0,93.1459,64.0977,74.2286,0.0843
Breast_Cancer,row_center,kmeans,1,42,,85.2373,46.0740,48.6230,0.0686
Breast_Cancer,row_center,kmeans,2,43,,85.2373,46.0740,48.6230,0.0277
Breast_Cancer,row_center,kmeans,3,44,,85.2373,46.0740,48.6230,0.0421
Breast_Cancer,row_center,kmeans,4,45,,85.2373,46.0740,48.6230,0.0697
Breast_Cancer,row_center,kmeans,5,46,,85.2373,46.0740,48.6230,0.0443
Breast_Cancer,row_center,diskmeans,1,42,100000000.0,85.2373,46.0740,48.6230,0.0422
Breast_Cancer,row_center,diskmeans,2,43,100000000.0,85.2373,46.0740,48.6230,0.0283
Breast_Cancer,row_center,diskmeans,3,44,100000000.0,85.2373,46.0740,48.6230,0.0292
Breast_Cancer,row_center,diskmeans,4,45,100000000.0,85.2373,46.0740,48.6230,0.0336
Breast_Cancer,row_center,diskmeans,5,46,100000000.0,85.2373,46.0740,48.6230,0.0570
Breast_Cancer,row_center,fdkm,1,42,1.0,91.3884,58.8198,68.1691,0.0996
Breast_Cancer,row_center,fdkm,2,43,1.0,92.2671,63.0512,71.1373,0.1301
Breast_Cancer,row_center,fdkm,3,44,1.0,59.0510,1.0845,2.6594,0.0845
Breast_Cancer,row_center,fdkm,4,45,1.0,91.3884,58.8198,68.1691,0.0885
Breast_Cancer,row_center,fdkm,5,46,1.0,77.8559,24.1785,30.8918,0.0737
Breast_Cancer,row_center,ifdkm,1,42,100000000.0,85.2373,46.0740,48.6230,0.0272
Breast_Cancer,row_center,ifdkm,2,43,100000000.0,85.2373,46.0740,48.6230,0.0205
Breast_Cancer,row_center,ifdkm,3,44,100000000.0,85.2373,46.0740,48.6230,0.0324
Breast_Cancer,row_center,ifdkm,4,45,100000000.0,85.2373,46.0740,48.6230,0.0296
Breast_Cancer,row_center,ifdkm,5,46,100000000.0,85.2373,46.0740,48.6230,0.0652
Breast_Cancer,row_center,ifdfd,1,42,100000000.0,85.2373,46.0740,48.6230,0.0566
Breast_Cancer,row_center,ifdfd,2,43,100000000.0,85.2373,46.0740,48.6230,0.0469
Breast_Cancer,row_center,ifdfd,3,44,100000000.0,85.2373,46.0740,48.6230,0.0787
Breast_Cancer,row_center,ifdfd,4,45,100000000.0,85.2373,46.0740,48.6230,0.0335
Breast_Cancer,row_center,ifdfd,5,46,100000000.0,85.2373,46.0740,48.6230,0.0704
Breast_Cancer,double_center,kmeans,1,42,,85.2373,46.0740,48.6230,0.0663
Breast_Cancer,double_center,kmeans,2,43,,85.2373,46.0740,48.6230,0.0384
Breast_Cancer,double_center,kmeans,3,44,,85.2373,46.0740,48.6230,0.0710
Breast_Cancer,double_center,kmeans,4,45,,85.2373,46.0740,48.6230,0.0346
Breast_Cancer,double_center,kmeans,5,46,,85.2373,46.0740,48.6230,0.0300
Breast_Cancer,double_center,diskmeans,1,42,10000.0,83.6555,42.5161,44.0460,0.0575
Breast_Cancer,double_center,diskmeans,2,43,10000.0,86.8190,49.8036,53.3769,0.0496
Breast_Cancer,double_center,diskmeans,3,44,10000.0,86.8190,49.8036,53.3769,0.0557
Breast_Cancer,double_center,diskmeans,4,45,10000.0,83.4798,42.1301,43.5484,0.0451
Breast_Cancer,double_center,diskmeans,5,46,10000.0,86.8190,49.8036,53.3769,0.0535
Breast_Cancer,double_center,fdkm,1,42,1.0,93.6731,69.0253,76.0417,0.1282
Breast_Cancer,double_center,fdkm,2,43,1.0,93.6731,69.0253,76.0417,0.1743
Breast_Cancer,double_center,fdkm,3,44,1.0,93.6731,69.0253,76.0417,0.1061
Breast_Cancer,double_center,fdkm,4,45,1.0,93.6731,67.1037,76.0652,0.1033
Breast_Cancer,double_center,fdkm,5,46,1.0,93.6731,69.0253,76.0417,0.1469
Breast_Cancer,double_center,ifdkm,1,42,100000000.0,85.2373,46.0740,48.6230,0.0469
Breast_Cancer,double_center,ifdkm,2,43,100000000.0,85.2373,46.0740,48.6230,0.0410
Breast_Cancer,double_center,ifdkm,3,44,100000000.0,85.2373,46.0740,48.6230,0.0331
Breast_Cancer,double_center,ifdkm,4,45,100000000.0,85.2373,46.0740,48.6230,0.0325
Breast_Cancer,double_center,ifdkm,5,46,100000000.0,85.2373,46.0740,48.6230,0.0483
Breast_Cancer,double_center,ifdfd,1,42,100000000.0,85.2373,46.0740,48.6230,0.0549
Breast_Cancer,double_center,ifdfd,2,43,100000000.0,85.2373,46.0740,48.6230,0.0496
Breast_Cancer,double_center,ifdfd,3,44,100000000.0,85.2373,46.0740,48.6230,0.0432
Breast_Cancer,double_center,ifdfd,4,45,100000000.0,85.2373,46.0740,48.6230,0.0545
Breast_Cancer,double_center,ifdfd,5,46,100000000.0,85.2373,46.0740,48.6230,0.0430
Breast_Cancer,False,kmeans,1,42,,85.4130,46.4793,49.1425,0.0378
Breast_Cancer,False,kmeans,2,43,,85.4130,46.4793,49.1425,0.0700
Breast_Cancer,False,kmeans,3,44,,85.4130,46.4793,49.1425,0.0330
Breast_Cancer,False,kmeans,4,45,,85.4130,46.4793,49.1425,0.0534
Breast_Cancer,False,kmeans,5,46,,85.4130,46.4793,49.1425,0.0706
Breast_Cancer,False,diskmeans,1,42,100000000.0,85.2373,46.0740,48.6230,0.0859
Breast_Cancer,False,diskmeans,2,43,100000000.0,85.2373,46.0740,48.6230,0.0426
Breast_Cancer,False,diskmeans,3,44,100000000.0,85.2373,46.0740,48.6230,0.0313
Breast_Cancer,False,diskmeans,4,45,100000000.0,85.2373,46.0740,48.6230,0.0762
Breast_Cancer,False,diskmeans,5,46,100000000.0,85.2373,46.0740,48.6230,0.0414
Breast_Cancer,False,fdkm,1,42,100000000.0,85.2373,46.0740,48.6230,0.0319
Breast_Cancer,False,fdkm,2,43,100000000.0,85.2373,46.0740,48.6230,0.0484
Breast_Cancer,False,fdkm,3,44,100000000.0,85.2373,46.0740,48.6230,0.0308
Breast_Cancer,False,fdkm,4,45,100000000.0,85.2373,46.0740,48.6230,0.0345
Breast_Cancer,False,fdkm,5,46,100000000.0,85.2373,46.0740,48.6230,0.0362
Breast_Cancer,False,ifdkm,1,42,100000000.0,85.2373,46.0740,48.6230,0.0271
Breast_Cancer,False,ifdkm,2,43,100000000.0,85.2373,46.0740,48.6230,0.0367
Breast_Cancer,False,ifdkm,3,44,100000000.0,85.2373,46.0740,48.6230,0.0324
Breast_Cancer,False,ifdkm,4,45,100000000.0,85.2373,46.0740,48.6230,0.0246
Breast_Cancer,False,ifdkm,5,46,100000000.0,85.2373,46.0740,48.6230,0.0271
Breast_Cancer,False,ifdfd,1,42,100000000.0,85.2373,46.0740,48.6230,0.0505
Breast_Cancer,False,ifdfd,2,43,100000000.0,85.2373,46.0740,48.6230,0.0462
Breast_Cancer,False,ifdfd,3,44,100000000.0,85.2373,46.0740,48.6230,0.0525
Breast_Cancer,False,ifdfd,4,45,100000000.0,85.2373,46.0740,48.6230,0.0510
Breast_Cancer,False,ifdfd,5,46,100000000.0,85.2373,46.0740,48.6230,0.0502
